수출금액지수,수입금액지수,수출물가지수(원화기준),수출물가지수(계약통화기준),수출물가지수(달러기준),수입물가지수(원화기준),수입물가지수(계약통화기준),수입물가지수(달러기준),DATE
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-01
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-02
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-03
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-04
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-05
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-06
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-07
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-08
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-09
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-10
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-11
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-12
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-13
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-14
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-15
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-16
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-17
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-18
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-19
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-20
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-21
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-22
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-23
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-24
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-25
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-26
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-27
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-28
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-29
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-30
,,18.86,71.65,70.92,6,25.09,23.35,1971-01-31
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-01
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-02
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-03
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-04
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-05
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-06
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-07
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-08
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-09
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-10
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-11
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-12
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-13
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-14
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-15
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-16
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-17
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-18
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-19
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-20
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-21
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-22
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-23
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-24
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-25
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-26
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-27
,,18.95,71.57,70.86,6.05,25.14,23.39,1971-02-28
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-01
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-02
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-03
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-04
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-05
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-06
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-07
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-08
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-09
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-10
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-11
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-12
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-13
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-14
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-15
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-16
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-17
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-18
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-19
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-20
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-21
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-22
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-23
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-24
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-25
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-26
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-27
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-28
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-29
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-30
,,19.09,71.77,71.06,6.13,25.38,23.61,1971-03-31
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-01
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-02
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-03
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-04
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-05
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-06
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-07
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-08
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-09
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-10
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-11
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-12
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-13
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-14
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-15
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-16
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-17
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-18
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-19
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-20
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-21
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-22
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-23
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-24
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-25
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-26
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-27
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-28
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-29
,,19.4,72.43,71.72,6.17,25.36,23.6,1971-04-30
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-01
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-02
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-03
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-04
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-05
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-06
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-07
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-08
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-09
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-10
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-11
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-12
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-13
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-14
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-15
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-16
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-17
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-18
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-19
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-20
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-21
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-22
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-23
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-24
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-25
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-26
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-27
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-28
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-29
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-30
,,19.5,72.27,71.55,6.24,25.44,23.68,1971-05-31
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-01
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-02
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-03
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-04
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-05
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-06
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-07
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-08
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-09
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-10
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-11
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-12
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-13
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-14
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-15
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-16
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-17
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-18
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-19
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-20
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-21
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-22
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-23
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-24
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-25
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-26
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-27
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-28
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-29
,,19.82,73.13,72.4,6.31,25.59,23.81,1971-06-30
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-01
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-02
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-03
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-04
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-05
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-06
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-07
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-08
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-09
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-10
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-11
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-12
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-13
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-14
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-15
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-16
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-17
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-18
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-19
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-20
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-21
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-22
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-23
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-24
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-25
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-26
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-27
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-28
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-29
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-30
,,21.57,73.49,72.76,6.84,25.64,23.86,1971-07-31
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-01
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-02
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-03
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-04
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-05
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-06
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-07
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-08
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-09
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-10
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-11
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-12
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-13
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-14
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-15
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-16
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-17
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-18
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-19
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-20
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-21
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-22
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-23
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-24
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-25
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-26
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-27
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-28
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-29
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-30
,,22.53,73.16,72.42,7.17,25.59,23.81,1971-08-31
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-01
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-02
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-03
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-04
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-05
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-06
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-07
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-08
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-09
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-10
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-11
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-12
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-13
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-14
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-15
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-16
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-17
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-18
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-19
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-20
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-21
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-22
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-23
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-24
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-25
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-26
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-27
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-28
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-29
,,22.64,73.5,72.77,7.18,25.68,23.9,1971-09-30
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-01
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-02
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-03
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-04
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-05
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-06
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-07
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-08
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-09
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-10
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-11
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-12
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-13
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-14
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-15
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-16
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-17
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-18
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-19
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-20
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-21
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-22
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-23
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-24
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-25
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-26
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-27
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-28
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-29
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-30
,,22.6,73.39,72.66,7.33,26.12,24.32,1971-10-31
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-01
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-02
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-03
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-04
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-05
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-06
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-07
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-08
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-09
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-10
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-11
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-12
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-13
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-14
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-15
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-16
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-17
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-18
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-19
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-20
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-21
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-22
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-23
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-24
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-25
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-26
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-27
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-28
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-29
,,22.67,73.61,72.87,7.33,26.12,24.32,1971-11-30
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-01
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-02
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-03
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-04
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-05
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-06
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-07
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-08
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-09
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-10
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-11
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-12
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-13
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-14
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-15
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-16
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-17
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-18
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-19
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-20
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-21
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-22
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-23
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-24
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-25
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-26
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-27
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-28
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-29
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-30
,,22.64,73.81,72.69,7.32,26.1,24.28,1971-12-31
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-01
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-02
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-03
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-04
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-05
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-06
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-07
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-08
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-09
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-10
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-11
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-12
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-13
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-14
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-15
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-16
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-17
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-18
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-19
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-20
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-21
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-22
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-23
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-24
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-25
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-26
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-27
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-28
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-29
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-30
,,23.02,74.24,73.5,7.59,26.92,25.04,1972-01-31
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-01
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-02
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-03
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-04
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-05
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-06
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-07
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-08
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-09
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-10
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-11
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-12
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-13
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-14
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-15
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-16
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-17
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-18
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-19
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-20
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-21
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-22
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-23
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-24
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-25
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-26
,,23.28,74.41,73.68,7.65,26.93,25.07,1972-02-27
